Customer_ID,Preferred_Data_GB,Preferred_Calls,Preferred_SMS,Preferred_Validity,Preferred_OTT,Budget_Range,Preferred_Speed
C00499,1.0,200,50,180,Netflix,High,5G
C00500,3.0,200,50,180,No OTT,Low,5G
C00501,2.0,Unlimited,50,84,Amazon Prime,High,5G
C00502,1.0,200,50,180,No OTT,High,4G
C00503,1.0,300,200,28,Netflix,Medium,4G
C00504,3.0,100,100,56,Amazon Prime,Medium,4G
C00505,2.0,100,Unlimited,84,Amazon Prime,High,4G
C00506,1.0,300,200,180,Amazon Prime,Medium,4G
C00507,5.0,200,200,365,No OTT,High,4G
C00508,1.0,200,200,180,Hotstar,Low,5G
C00509,1.0,Unlimited,200,365,No OTT,Medium,4G
C00510,1.5,200,50,28,Amazon Prime,Low,4G
C00511,2.0,Unlimited,100,56,No OTT,Low,4G
C00512,1.0,300,100,28,Hotstar,High,5G
C00513,3.0,Unlimited,100,180,Amazon Prime,Medium,4G
C00514,5.0,200,Unlimited,28,No OTT,High,4G
C00515,5.0,200,Unlimited,84,Netflix,Medium,5G
C00516,2.0,200,200,56,Amazon Prime,Low,5G
C00517,2.0,Unlimited,50,28,Hotstar,Medium,5G
C00518,5.0,100,Unlimited,84,Amazon Prime,Low,4G
C00519,5.0,300,200,84,Netflix,Medium,4G
C00520,1.5,Unlimited,Unlimited,56,No OTT,Medium,4G
C00521,1.5,100,100,28,Amazon Prime,High,4G
C00522,2.0,300,Unlimited,84,Amazon Prime,High,5G
C00523,1.0,300,50,28,No OTT,Low,5G
C00524,1.0,100,Unlimited,28,Hotstar,High,5G
C00525,1.0,Unlimited,200,365,No OTT,Medium,5G
C00526,1.5,100,50,180,Hotstar,High,5G
C00527,3.0,300,100,84,Hotstar,Low,4G
C00528,3.0,300,Unlimited,365,Hotstar,High,4G
C00529,1.0,100,200,365,No OTT,Low,5G
C00530,2.0,Unlimited,50,84,Netflix,High,5G
C00531,5.0,Unlimited,100,180,No OTT,Medium,5G
C00532,1.0,100,200,365,Amazon Prime,High,5G
C00533,2.0,100,100,365,Amazon Prime,High,5G
C00534,2.0,Unlimited,200,365,Amazon Prime,High,5G
C00535,1.5,Unlimited,200,56,Hotstar,Low,4G
C00536,5.0,300,50,56,Hotstar,Low,5G
C00537,2.0,300,200,56,No OTT,Low,5G
C00538,5.0,200,200,84,Amazon Prime,Medium,4G
C00539,1.5,300,Unlimited,28,Amazon Prime,Medium,4G
C00540,2.0,300,100,84,Amazon Prime,Medium,5G
C00541,2.0,Unlimited,50,28,Netflix,Low,4G
C00542,3.0,Unlimited,Unlimited,180,Hotstar,Medium,5G
C00543,1.0,Unlimited,100,28,No OTT,Medium,5G
C00544,1.5,100,200,365,Netflix,Medium,5G
C00545,2.0,Unlimited,200,180,Amazon Prime,Low,5G
C00546,2.0,200,Unlimited,180,No OTT,Low,5G
C00547,1.5,200,200,28,Hotstar,High,5G
C00548,1.5,300,200,56,Amazon Prime,High,4G
C00549,1.5,200,200,56,No OTT,High,5G
C00550,1.5,300,200,180,Netflix,High,4G
C00551,1.5,Unlimited,200,28,Netflix,Medium,4G
C00552,1.5,200,200,365,Amazon Prime,High,4G
C00553,1.5,100,200,56,No OTT,Low,4G
C00554,1.0,100,Unlimited,180,Netflix,Low,4G
C00555,5.0,100,50,365,Netflix,Low,4G
C00556,5.0,300,200,365,Hotstar,Low,5G
C00557,5.0,100,100,84,No OTT,Low,5G
C00558,5.0,100,200,28,Netflix,Medium,5G
C00559,1.5,Unlimited,Unlimited,28,No OTT,Medium,5G
C00560,1.5,100,Unlimited,84,Hotstar,High,4G
C00561,2.0,100,50,84,No OTT,Medium,4G
C00562,1.5,100,Unlimited,365,No OTT,Low,5G
C00563,5.0,Unlimited,Unlimited,56,Netflix,Medium,4G
C00564,1.0,300,50,84,Hotstar,Medium,5G
C00565,3.0,200,50,365,Netflix,Low,4G
C00566,1.5,200,200,180,No OTT,Medium,5G
C00567,1.0,200,100,365,Hotstar,High,4G
C00568,5.0,Unlimited,50,180,Netflix,Low,4G
C00569,3.0,200,50,84,Amazon Prime,High,4G
C00570,3.0,Unlimited,50,365,Hotstar,Low,5G
C00571,3.0,300,Unlimited,180,Hotstar,Medium,5G
C00572,5.0,300,Unlimited,28,No OTT,Low,4G
C00573,2.0,200,Unlimited,180,No OTT,Medium,4G
C00574,2.0,Unlimited,50,180,Hotstar,Medium,5G
C00575,2.0,300,100,84,Amazon Prime,Medium,4G
C00576,1.0,200,200,56,Amazon Prime,Low,5G
C00577,2.0,Unlimited,50,56,Hotstar,Low,4G
C00578,3.0,100,Unlimited,84,No OTT,High,5G
C00579,1.5,Unlimited,200,365,Hotstar,High,4G
C00580,1.0,200,200,365,Amazon Prime,High,4G
C00581,2.0,100,50,28,No OTT,Medium,4G
C00582,3.0,300,50,28,No OTT,Medium,4G
C00583,1.0,200,100,84,Netflix,Low,5G
C00584,2.0,300,Unlimited,365,Amazon Prime,Medium,4G
C00585,5.0,300,50,365,No OTT,Low,4G
C00586,5.0,100,200,28,No OTT,Medium,5G
C00587,5.0,100,100,28,Hotstar,Low,4G
C00588,3.0,Unlimited,50,180,Netflix,High,5G
C00589,3.0,200,100,28,Amazon Prime,Medium,4G
C00590,3.0,300,200,56,Netflix,High,5G
C00591,5.0,200,50,28,Netflix,Medium,5G
C00592,1.0,100,50,28,No OTT,Medium,5G
C00593,3.0,Unlimited,200,365,Amazon Prime,Medium,4G
C00594,1.0,300,100,28,No OTT,High,4G
C00595,2.0,100,100,180,Amazon Prime,Medium,4G
C00596,1.5,300,Unlimited,84,Hotstar,High,4G
C00597,3.0,Unlimited,50,180,No OTT,Low,5G
C00598,1.5,100,Unlimited,56,No OTT,Medium,4G
C00599,1.5,Unlimited,Unlimited,365,Netflix,High,4G
C00600,1.5,300,50,180,Amazon Prime,High,5G
C00601,1.5,100,100,365,No OTT,Low,5G
C00602,1.0,100,Unlimited,56,Amazon Prime,Medium,4G
C00603,2.0,100,50,28,Amazon Prime,Medium,4G
C00604,5.0,200,Unlimited,84,Hotstar,High,4G
C00605,3.0,Unlimited,Unlimited,28,Hotstar,High,4G
C00606,5.0,200,100,365,No OTT,Low,5G
C00607,5.0,300,Unlimited,84,Netflix,Medium,4G
C00608,1.5,100,Unlimited,28,Amazon Prime,High,4G
C00609,3.0,100,Unlimited,365,No OTT,Medium,5G
C00610,1.0,100,50,56,No OTT,High,4G
C00611,3.0,200,100,180,Netflix,Medium,4G
C00612,5.0,200,50,56,Netflix,Low,5G
C00613,1.5,300,100,180,No OTT,Medium,4G
C00614,2.0,300,100,180,No OTT,Medium,4G
C00615,1.0,200,100,84,Amazon Prime,Low,5G
C00616,1.0,Unlimited,Unlimited,180,No OTT,Medium,5G
C00617,5.0,Unlimited,100,56,No OTT,Low,5G
C00618,1.5,300,200,365,Netflix,Medium,5G
C00619,1.5,Unlimited,100,365,Hotstar,Low,5G
C00620,1.0,200,100,365,Hotstar,High,5G
C00621,1.5,100,50,84,Amazon Prime,Medium,4G
C00622,2.0,200,Unlimited,84,Hotstar,Medium,5G
C00623,5.0,100,Unlimited,56,Netflix,Medium,4G
C00624,1.0,300,Unlimited,180,Hotstar,High,5G
C00625,2.0,Unlimited,200,365,No OTT,High,5G
C00626,1.5,300,200,180,Netflix,Medium,4G
C00627,1.5,200,100,84,Amazon Prime,High,5G
C00628,5.0,100,200,28,No OTT,Medium,5G
C00629,3.0,300,50,28,Amazon Prime,Medium,5G
C00630,2.0,200,200,365,No OTT,Low,5G
C00631,2.0,Unlimited,Unlimited,28,Amazon Prime,Low,5G
C00632,5.0,Unlimited,Unlimited,365,Netflix,Low,5G
C00633,1.0,300,100,180,No OTT,Medium,5G
C00634,5.0,Unlimited,200,28,No OTT,Low,4G
C00635,1.5,300,100,180,Hotstar,Medium,4G
C00636,2.0,200,50,28,Netflix,Medium,4G
C00637,1.5,200,Unlimited,28,Netflix,High,4G
C00638,5.0,200,100,28,Amazon Prime,High,4G
C00639,2.0,100,100,28,No OTT,Low,5G
C00640,1.0,200,200,56,No OTT,Low,4G
C00641,2.0,100,200,365,No OTT,Medium,5G
C00642,1.0,Unlimited,100,84,No OTT,Low,5G
C00643,3.0,300,200,180,No OTT,Low,4G
C00644,1.0,300,200,180,No OTT,Medium,5G
C00645,2.0,300,Unlimited,180,Netflix,Medium,5G
C00646,3.0,300,50,365,Hotstar,Medium,4G
C00647,3.0,200,200,180,Netflix,High,5G
C00648,1.0,300,200,180,No OTT,High,4G
C00649,1.5,200,Unlimited,180,Amazon Prime,Low,4G
C00650,1.5,300,Unlimited,365,No OTT,High,5G
C00651,3.0,300,Unlimited,180,Hotstar,High,5G
C00652,1.5,200,Unlimited,180,Hotstar,Medium,5G
C00653,1.5,100,100,28,Amazon Prime,Low,4G
C00654,3.0,300,200,180,No OTT,High,5G
C00655,1.5,200,50,84,Netflix,Low,5G
C00656,5.0,Unlimited,Unlimited,180,No OTT,Medium,4G
C00657,2.0,100,100,28,No OTT,Low,5G
C00658,3.0,100,Unlimited,84,Hotstar,High,4G
C00659,1.0,300,Unlimited,84,No OTT,High,4G
C00660,3.0,100,50,28,Hotstar,High,4G
C00661,1.0,300,50,56,Netflix,Low,5G
C00662,1.5,Unlimited,200,84,Amazon Prime,Medium,4G
C00663,5.0,300,200,365,No OTT,Low,4G
C00664,1.0,200,Unlimited,365,Netflix,Medium,5G
C00665,3.0,Unlimited,200,84,Netflix,Medium,5G
C00666,2.0,100,200,365,No OTT,Low,5G
C00667,1.5,200,50,28,No OTT,Medium,4G
C00668,2.0,300,50,84,Hotstar,High,5G
C00669,1.0,Unlimited,100,84,Amazon Prime,Medium,5G
C00670,1.0,300,100,84,Hotstar,Low,5G
C00671,5.0,100,50,180,Amazon Prime,High,5G
C00672,5.0,200,50,365,Netflix,Medium,4G
C00673,1.5,Unlimited,100,180,Hotstar,Medium,5G
C00674,1.5,300,Unlimited,180,Hotstar,Medium,4G
C00675,1.5,Unlimited,100,84,Amazon Prime,High,4G
C00676,5.0,300,100,180,Hotstar,Low,5G
C00677,3.0,200,200,28,No OTT,Medium,4G
C00678,3.0,300,100,84,No OTT,Low,5G
C00679,3.0,100,Unlimited,180,No OTT,Medium,5G
C00680,5.0,200,Unlimited,84,Amazon Prime,Medium,5G
C00681,1.5,300,50,365,Hotstar,Medium,4G
C00682,5.0,200,100,180,No OTT,Low,4G
C00683,1.0,Unlimited,Unlimited,180,Netflix,Low,5G
C00684,5.0,100,100,84,No OTT,Medium,5G
C00685,5.0,100,200,84,No OTT,Medium,5G
C00686,5.0,100,50,56,No OTT,High,5G
C00687,1.5,300,200,56,Amazon Prime,Medium,4G
C00688,1.5,200,50,84,Amazon Prime,Low,5G
C00689,1.0,Unlimited,100,84,Hotstar,Medium,4G
C00690,3.0,300,200,180,No OTT,Low,5G
C00691,2.0,Unlimited,50,365,No OTT,Medium,5G
C00692,2.0,100,Unlimited,180,No OTT,Medium,5G
C00693,5.0,100,200,84,No OTT,Medium,5G
C00694,3.0,Unlimited,100,28,Amazon Prime,Low,4G
C00695,1.5,300,100,28,No OTT,Low,5G
C00696,5.0,Unlimited,Unlimited,180,No OTT,High,4G
C00697,2.0,200,100,84,Hotstar,High,5G
C00698,1.0,200,100,28,No OTT,Medium,4G
C00699,5.0,Unlimited,200,84,Hotstar,High,4G
C00700,2.0,200,100,365,Netflix,High,5G
C00701,2.0,100,50,365,Amazon Prime,Medium,4G
C00702,5.0,300,Unlimited,365,Netflix,Medium,4G
C00703,2.0,100,50,365,Amazon Prime,High,5G
C00704,3.0,100,100,56,No OTT,Medium,4G
C00705,3.0,Unlimited,200,56,Netflix,High,4G
C00706,2.0,300,Unlimited,180,No OTT,Low,4G
C00707,5.0,100,50,56,No OTT,Medium,5G
C00708,2.0,100,50,365,Netflix,High,4G
C00709,5.0,100,200,180,Netflix,High,5G
C00710,2.0,300,Unlimited,28,Netflix,Medium,5G
C00711,5.0,300,200,365,Amazon Prime,High,5G
C00712,5.0,300,100,365,Hotstar,Low,4G
C00713,1.0,200,100,56,Hotstar,Medium,4G
C00714,3.0,Unlimited,50,84,Netflix,Medium,5G
C00715,2.0,100,50,84,Hotstar,Medium,4G
C00716,1.0,300,200,56,No OTT,Low,5G
C00717,3.0,100,Unlimited,28,Hotstar,Low,4G
C00718,1.0,Unlimited,Unlimited,180,Hotstar,Medium,5G
C00719,3.0,200,100,84,No OTT,Low,4G
C00720,2.0,200,100,84,Netflix,Low,5G
C00721,1.0,Unlimited,50,56,No OTT,Medium,5G
C00722,2.0,300,50,84,No OTT,Low,5G
C00723,3.0,Unlimited,100,180,Amazon Prime,Medium,5G
C00724,1.5,200,200,28,No OTT,Medium,4G
C00725,3.0,200,Unlimited,180,Amazon Prime,Medium,5G
C00726,5.0,200,Unlimited,180,Amazon Prime,High,4G
C00727,5.0,100,200,365,No OTT,Medium,5G
C00728,5.0,Unlimited,Unlimited,365,Hotstar,High,5G
C00729,1.5,100,50,56,Amazon Prime,Medium,4G
C00730,1.5,300,100,56,No OTT,High,4G
C00731,5.0,300,Unlimited,180,Amazon Prime,Medium,5G
C00732,3.0,300,50,180,No OTT,High,4G
C00733,1.5,300,50,84,Hotstar,Medium,5G
C00734,2.0,100,50,84,Hotstar,High,5G
C00735,3.0,Unlimited,100,180,No OTT,Medium,5G
C00736,3.0,200,Unlimited,56,No OTT,Medium,5G
C00737,5.0,100,Unlimited,28,No OTT,High,5G
C00738,2.0,Unlimited,Unlimited,180,No OTT,Medium,4G
C00739,1.5,300,200,84,Hotstar,Medium,4G
C00740,2.0,200,200,180,No OTT,Medium,5G
C00741,5.0,Unlimited,50,365,Hotstar,High,4G
C00742,2.0,Unlimited,100,84,No OTT,Low,5G
C00743,3.0,Unlimited,Unlimited,84,Netflix,Medium,4G
C00744,1.0,100,50,28,Hotstar,Medium,5G
C00745,2.0,200,200,365,No OTT,Low,5G
C00746,2.0,100,200,365,Hotstar,High,4G
C00747,2.0,300,100,28,No OTT,Medium,4G
C00748,1.5,200,100,84,Amazon Prime,Medium,5G
C00749,5.0,Unlimited,50,56,No OTT,High,4G
C00750,1.5,100,200,84,Amazon Prime,Low,4G
C00751,5.0,300,Unlimited,365,Netflix,Medium,4G
C00752,2.0,300,100,365,No OTT,Medium,4G
C00753,1.5,300,100,56,Netflix,Low,4G
C00754,1.0,Unlimited,Unlimited,365,No OTT,Low,5G
C00755,1.0,Unlimited,200,56,Hotstar,Low,4G
C00756,5.0,200,Unlimited,56,No OTT,High,5G
C00757,1.5,200,200,56,No OTT,High,4G
C00758,1.0,100,50,365,No OTT,Medium,5G
C00759,3.0,Unlimited,100,84,Netflix,Low,4G
C00760,1.5,200,50,180,Netflix,Low,5G
C00761,1.5,300,Unlimited,84,Amazon Prime,Medium,4G
C00762,1.0,200,50,28,Amazon Prime,Low,4G
C00763,3.0,300,100,84,Netflix,Medium,4G
C00764,1.5,300,Unlimited,56,No OTT,Medium,5G
C00765,5.0,300,50,180,Amazon Prime,High,5G
C00766,3.0,200,50,180,Netflix,Low,5G
C00767,5.0,100,100,180,No OTT,Medium,4G
C00768,1.5,100,100,56,No OTT,Medium,4G
C00769,3.0,300,100,56,Amazon Prime,Low,5G
C00770,5.0,Unlimited,Unlimited,180,No OTT,High,5G
C00771,3.0,200,100,56,Amazon Prime,High,5G
C00772,1.5,100,50,28,Netflix,Medium,5G
C00773,5.0,100,50,84,Netflix,Low,4G
C00774,1.5,100,50,180,Amazon Prime,Medium,5G
C00775,2.0,200,200,365,Amazon Prime,High,5G
C00776,5.0,200,50,28,Hotstar,Medium,4G
C00777,1.0,100,100,84,Hotstar,High,4G
C00778,1.0,200,100,84,Amazon Prime,Medium,4G
C00779,2.0,300,200,180,Hotstar,Low,5G
C00780,2.0,300,200,84,Amazon Prime,High,4G
C00781,1.0,300,Unlimited,365,No OTT,High,5G
C00782,5.0,100,100,28,Netflix,High,4G
C00783,3.0,100,100,28,Amazon Prime,Medium,5G
C00784,5.0,100,50,365,Netflix,High,5G
C00785,3.0,200,200,180,No OTT,Low,4G
C00786,1.5,100,200,56,Amazon Prime,High,5G
C00787,5.0,100,100,180,No OTT,Low,5G
C00788,5.0,Unlimited,Unlimited,365,Hotstar,Medium,4G
C00789,1.5,Unlimited,100,365,No OTT,Medium,5G
C00790,1.5,Unlimited,Unlimited,84,Amazon Prime,Low,5G
C00791,3.0,Unlimited,100,28,Netflix,Medium,5G
C00792,2.0,100,Unlimited,180,Amazon Prime,Low,4G
C00793,3.0,200,200,56,Hotstar,Low,5G
C00794,1.5,300,100,56,Hotstar,Low,4G
C00795,1.5,Unlimited,Unlimited,84,Hotstar,High,5G
C00796,1.5,100,50,56,No OTT,Low,5G
C00797,2.0,300,200,84,Amazon Prime,Low,4G
C00798,1.0,100,200,84,Hotstar,Low,4G
C00799,2.0,300,50,84,Hotstar,Low,4G
C00800,1.0,Unlimited,100,180,Amazon Prime,Medium,5G
C00801,2.0,200,Unlimited,365,Hotstar,Low,5G
C00802,2.0,Unlimited,Unlimited,365,Amazon Prime,High,4G
C00803,3.0,Unlimited,200,56,Amazon Prime,High,5G
C00804,1.0,Unlimited,50,56,No OTT,High,4G
C00805,1.5,100,Unlimited,56,Netflix,Medium,4G
C00806,1.0,300,100,84,Hotstar,Low,4G
C00807,2.0,Unlimited,200,84,No OTT,Medium,5G
C00808,5.0,300,50,56,No OTT,Low,5G
C00809,3.0,200,100,56,Amazon Prime,Medium,4G
C00810,1.0,200,Unlimited,180,No OTT,Low,5G
C00811,1.0,Unlimited,50,84,Hotstar,High,4G
C00812,3.0,Unlimited,100,28,Hotstar,Medium,5G
C00813,1.5,200,100,84,Netflix,Low,5G
C00814,2.0,300,100,56,No OTT,Medium,5G
C00815,2.0,200,200,180,Hotstar,High,5G
C00816,3.0,100,50,56,Amazon Prime,Medium,5G
C00817,3.0,100,Unlimited,365,Hotstar,High,5G
C00818,3.0,200,200,180,Hotstar,Medium,5G
C00819,1.0,200,50,28,Amazon Prime,Medium,5G
C00820,1.5,300,100,56,No OTT,Medium,4G
C00821,2.0,300,Unlimited,56,Hotstar,Low,5G
C00822,2.0,300,Unlimited,28,Netflix,Low,5G
C00823,2.0,Unlimited,Unlimited,84,Amazon Prime,Low,5G
C00824,1.5,200,100,365,Netflix,Medium,5G
C00825,1.5,Unlimited,100,180,Netflix,Low,4G
C00826,2.0,100,200,180,Netflix,High,5G
C00827,3.0,100,Unlimited,180,Amazon Prime,High,4G
C00828,5.0,200,200,365,Netflix,Low,4G
C00829,5.0,200,Unlimited,28,Hotstar,Low,5G
C00830,3.0,300,200,28,No OTT,Low,5G
C00831,5.0,300,50,84,Hotstar,Low,4G
C00832,1.0,Unlimited,200,180,Amazon Prime,Low,4G
C00833,2.0,100,100,56,No OTT,High,4G
C00834,3.0,Unlimited,100,28,No OTT,Medium,4G
C00835,1.5,Unlimited,Unlimited,365,Netflix,Low,5G
C00836,1.5,100,200,180,Netflix,Low,4G
C00837,1.5,300,100,365,Netflix,High,5G
C00838,2.0,200,100,56,No OTT,Low,5G
C00839,3.0,Unlimited,50,28,No OTT,High,5G
C00840,1.0,100,100,180,No OTT,Low,5G
C00841,2.0,200,50,28,Hotstar,Medium,5G
C00842,2.0,Unlimited,Unlimited,28,Netflix,High,4G
C00843,3.0,100,100,28,Hotstar,High,4G
C00844,1.0,Unlimited,Unlimited,56,Hotstar,Low,5G
C00845,5.0,200,100,56,No OTT,High,5G
C00846,1.5,200,200,180,Hotstar,High,4G
C00847,2.0,100,100,84,Amazon Prime,Low,5G
C00848,5.0,200,50,180,Hotstar,High,4G
C00849,1.0,100,50,365,Netflix,High,5G
C00850,3.0,200,100,56,Amazon Prime,Low,5G
C00851,3.0,200,200,56,Amazon Prime,Medium,4G
C00852,1.5,200,50,84,No OTT,Medium,4G
C00853,3.0,300,Unlimited,180,No OTT,Medium,5G
C00854,1.0,Unlimited,100,365,Amazon Prime,Medium,4G
C00855,3.0,100,Unlimited,180,Hotstar,High,4G
C00856,1.0,300,Unlimited,56,No OTT,High,4G
C00857,1.5,Unlimited,200,84,Amazon Prime,High,5G
C00858,1.5,Unlimited,50,28,Amazon Prime,Medium,4G
C00859,3.0,100,100,84,No OTT,Low,4G
C00860,2.0,200,Unlimited,28,Hotstar,Medium,4G
C00861,1.5,200,100,56,Netflix,High,5G
C00862,3.0,300,100,180,Netflix,Medium,5G
C00863,3.0,Unlimited,200,84,No OTT,High,4G
C00864,2.0,100,Unlimited,365,No OTT,High,5G
C00865,1.0,100,100,180,Netflix,Low,4G
C00866,5.0,Unlimited,Unlimited,28,Netflix,Low,4G
C00867,5.0,100,50,28,Netflix,Medium,5G
C00868,1.0,Unlimited,Unlimited,84,Netflix,Low,5G
C00869,1.0,100,100,56,Hotstar,High,5G
C00870,2.0,200,Unlimited,84,Hotstar,Low,5G
C00871,1.0,200,Unlimited,180,No OTT,Low,5G
C00872,5.0,200,200,56,Amazon Prime,High,5G
C00873,5.0,200,Unlimited,180,No OTT,High,4G
C00874,3.0,300,200,365,No OTT,Medium,4G
C00875,1.0,Unlimited,Unlimited,28,Netflix,High,5G
C00876,2.0,Unlimited,Unlimited,180,No OTT,High,5G
C00877,5.0,100,100,56,Hotstar,High,4G
C00878,5.0,200,50,84,No OTT,Medium,4G
C00879,2.0,100,200,365,Netflix,Medium,4G
C00880,2.0,200,Unlimited,84,Amazon Prime,Low,5G
C00881,5.0,100,Unlimited,56,Amazon Prime,Low,4G
C00882,5.0,100,50,180,No OTT,High,4G
C00883,3.0,100,100,56,No OTT,High,5G
C00884,5.0,300,200,28,No OTT,Medium,5G
C00885,3.0,200,100,84,Hotstar,High,5G
C00886,3.0,100,Unlimited,180,Netflix,Medium,5G
C00887,5.0,200,50,365,No OTT,Medium,4G
C00888,1.5,200,100,180,No OTT,Low,5G
C00889,2.0,200,50,180,Hotstar,High,5G
C00890,1.0,200,Unlimited,28,Amazon Prime,Medium,4G
C00891,5.0,200,Unlimited,84,Netflix,Medium,4G
C00892,1.0,300,200,28,No OTT,High,5G
C00893,5.0,Unlimited,Unlimited,365,Netflix,Medium,4G
C00894,1.0,300,Unlimited,365,No OTT,Low,5G
C00895,5.0,Unlimited,Unlimited,84,Hotstar,Medium,4G
C00896,2.0,100,50,28,Amazon Prime,High,4G
C00897,1.0,200,Unlimited,365,Amazon Prime,High,5G
C00898,1.0,300,100,28,No OTT,Low,4G
C00899,3.0,200,Unlimited,28,Netflix,High,5G
C00900,1.5,300,Unlimited,180,No OTT,Low,4G
C00901,2.0,100,100,28,Netflix,Low,5G
C00902,5.0,200,200,180,Hotstar,High,4G
C00903,2.0,Unlimited,Unlimited,180,No OTT,Medium,5G
C00904,5.0,Unlimited,Unlimited,84,Amazon Prime,Medium,4G
C00905,1.0,100,Unlimited,84,No OTT,High,4G
C00906,5.0,100,Unlimited,180,No OTT,Medium,5G
C00907,3.0,Unlimited,Unlimited,56,Hotstar,Medium,4G
C00908,3.0,200,50,180,No OTT,Medium,5G
C00909,1.5,300,200,84,Hotstar,Low,4G
C00910,5.0,300,Unlimited,56,No OTT,Medium,5G
C00911,2.0,200,100,56,Netflix,Medium,4G
C00912,1.5,Unlimited,50,84,Hotstar,Low,5G
C00913,3.0,Unlimited,100,28,Amazon Prime,Low,5G
C00914,2.0,300,200,56,No OTT,High,5G
C00915,5.0,Unlimited,100,365,No OTT,High,5G
C00916,1.0,300,Unlimited,180,No OTT,High,5G
C00917,1.5,300,200,28,No OTT,Medium,4G
C00918,5.0,300,200,56,Hotstar,Medium,4G
C00919,2.0,Unlimited,50,365,No OTT,High,4G
C00920,2.0,Unlimited,100,56,No OTT,High,5G
C00921,3.0,Unlimited,50,56,No OTT,High,4G
C00922,2.0,Unlimited,100,56,Netflix,Low,4G
C00923,2.0,200,200,28,Amazon Prime,Low,5G
C00924,1.0,200,100,180,Hotstar,Medium,4G
C00925,1.5,100,50,365,No OTT,High,4G
C00926,2.0,Unlimited,100,365,No OTT,Low,5G
C00927,5.0,200,50,180,Amazon Prime,Low,4G
C00928,3.0,200,Unlimited,365,No OTT,High,5G
C00929,1.0,300,200,56,Hotstar,Medium,4G
C00930,2.0,100,50,84,No OTT,High,4G
C00931,1.0,200,100,180,Hotstar,Medium,5G
C00932,1.5,100,100,28,Hotstar,Medium,4G
C00933,1.5,300,Unlimited,365,No OTT,Medium,4G
C00934,2.0,200,50,56,No OTT,High,5G
C00935,2.0,300,Unlimited,84,No OTT,Low,4G
C00936,3.0,100,Unlimited,84,Amazon Prime,Low,5G
C00937,5.0,100,100,365,Hotstar,Low,5G
C00938,2.0,200,50,28,Amazon Prime,High,5G
C00939,1.0,Unlimited,Unlimited,56,No OTT,Low,4G
C00940,1.5,300,50,84,No OTT,Low,5G
C00941,1.0,100,50,56,No OTT,High,5G
C00942,5.0,200,200,365,Netflix,Low,5G
C00943,5.0,Unlimited,100,56,Amazon Prime,High,4G
C00944,2.0,300,100,365,No OTT,High,4G
C00945,2.0,100,100,56,Netflix,Low,4G
C00946,3.0,300,50,180,No OTT,High,5G
C00947,3.0,100,Unlimited,180,Hotstar,Medium,4G
C00948,5.0,100,200,28,No OTT,High,4G
C00949,1.0,200,100,28,No OTT,High,4G
C00950,1.0,200,200,180,Amazon Prime,High,4G
C00951,1.0,200,Unlimited,28,No OTT,High,4G
C00952,5.0,Unlimited,50,365,Amazon Prime,Low,4G
C00953,5.0,Unlimited,200,365,Netflix,High,5G
C00954,3.0,100,50,84,No OTT,High,5G
C00955,1.5,200,50,56,Netflix,Medium,5G
C00956,1.5,Unlimited,50,180,Hotstar,Medium,4G
C00957,1.5,300,Unlimited,56,Amazon Prime,High,4G
C00958,1.0,200,50,28,Amazon Prime,High,5G
C00959,2.0,100,50,365,Netflix,Low,5G
C00960,5.0,Unlimited,50,180,Hotstar,Medium,5G
C00961,2.0,200,100,365,No OTT,Medium,4G
C00962,2.0,200,100,180,Netflix,Medium,5G
C00963,1.5,Unlimited,50,84,No OTT,High,4G
C00964,3.0,100,Unlimited,180,Amazon Prime,High,5G
C00965,5.0,300,Unlimited,56,No OTT,Low,4G
C00966,5.0,200,50,28,No OTT,Low,5G
C00967,3.0,100,50,180,No OTT,Medium,5G
C00968,1.0,200,Unlimited,84,Hotstar,High,4G
C00969,1.0,100,50,180,No OTT,Medium,5G
C00970,1.0,Unlimited,Unlimited,56,Amazon Prime,Medium,5G
C00971,5.0,200,100,56,Netflix,Medium,5G
C00972,1.5,Unlimited,100,56,No OTT,Low,5G
C00973,5.0,Unlimited,200,365,No OTT,Low,5G
C00974,5.0,100,50,180,Netflix,High,5G
C00975,3.0,100,Unlimited,84,Hotstar,Low,5G
C00976,1.5,100,200,180,Amazon Prime,Medium,4G
C00977,1.0,100,100,180,No OTT,Medium,4G
C00978,1.0,Unlimited,100,84,No OTT,Low,4G
C00979,5.0,Unlimited,200,56,No OTT,Medium,5G
C00980,5.0,300,50,365,Netflix,Low,5G
C00981,3.0,100,Unlimited,180,Hotstar,Medium,5G
C00982,3.0,Unlimited,Unlimited,84,No OTT,High,4G
C00983,1.5,Unlimited,Unlimited,56,Hotstar,Medium,5G
C00984,1.5,200,Unlimited,84,Amazon Prime,High,4G
C00985,2.0,200,100,84,Netflix,High,4G
C00986,1.5,Unlimited,100,180,No OTT,Medium,5G
C00987,3.0,200,100,180,No OTT,High,5G
C00988,1.5,200,Unlimited,56,Hotstar,High,4G
C00989,3.0,300,200,56,No OTT,Low,5G
C00990,1.0,Unlimited,50,365,Netflix,High,4G
C00991,2.0,300,50,180,Amazon Prime,Low,4G
C00992,2.0,300,50,28,No OTT,High,5G
C00993,5.0,Unlimited,Unlimited,180,Amazon Prime,Medium,4G
C00994,1.5,Unlimited,200,365,Netflix,High,5G
